textID,text,sentiment
bed4306d9b,How inconsiderate!,negative
9197df16e5,"I hate different referenced assemblies. My FNH goes against castle 1.1, Caliburn against 1.03 .. not to mention dynamicproxy in NH",negative
a6c6ef73cd,"Eat Sleep Draw!: Part of my Neuroanatomy take-home test.  After this, Iï¿½m...: Part of my Neuro.. http://bit.ly/fXs3L",neutral
a765a91722,so thats how u spent ur weekend so far?,neutral
d7eff05eb3," Ooooh, I`m jealous  I might try and get some for the saturday but I have an exam on the monday that Im gonna fail",negative
45782bf305,Was eating a tomato and it squirted all over me.,negative
01cf51125c,check out review for the movie Fighting - http://bit.ly/Fle9j  Hilarious!! leave this guy a comment!,neutral
8d623622d0,Starting my 2nd shift! Im going to miss like an hour of the lakers game!,negative
1aeb33160a,"Cleaned four bathrooms this afternoon....(yes, go ahead and feel sorry for me...lol)....mine are still waiting for my attention",negative
9560d86f87," Why are you scared of the mouse? If you can figure out *why* you`re scared, maybe you can deal with your fear.",neutral
a19589756e,"Enough studying,whew... Time for sleep",neutral
ad528b89c5,I don`t know what to write anymore! My mind must be tired. It`s past midnight here already. Do a tour in the Philippines?,negative
ab4efd8fbc," i know, i was on the list, but had to miss out b/c of conflicting plans  how did it go?",negative
6a21655365," LoL that`s from last winter (only a few months ago December) I`m in Seattle, felt like Siberia this last winter",neutral
79f0f587fd,Very content with my life at the moment,neutral
9bf41d3d1d,Ugh i hate photobucket! an amazing place to edit pictures is: www.picnik.com  i use it alll the time.,negative
3a6ca862f5,im just so lonely right now. maybe SADE GOT ME FEELING LIKE THIS,negative
684081e4e7,"RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE!  LIKE IN THE 80`S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK",neutral
dfd17c5926,Whooops... wrong smiley... it`s supposed to be  LOL,negative
e8f3f93649,Cause I`m not hearing from you guys!!!,neutral
31fd533818,Watching Dr. Phil`s special on same-**** marriage. It`s sad how ignorant some people are,negative
8c644ad7b2,"Now Im in the work  , I miss my home, any news?",negative
babf4b1bda,and  the Creative VADO`s are out of stock at walmart.com (missed it)  but thanks for tweeting about it,neutral
18dcc2b561,all my files got deleted,negative
0021d708e3,sorry about that anna wintour repeated tweets!! sooo sorry  somethings up... | was wondering abt the quad tweet ;),negative
231cbd5800,why you come down in sept? that`s when i start school,neutral
3c19266ecf,"http://twitpic.com/675u6 - Square B - she is sad because she wasn`t there and now she`s, well, square  (crocheted bee with poly fibe ...",negative
429b29a809,Got the CofO to late didn`t close today   Will close Monday....back out to meet a buyer tonight to show a few homes to,neutral
d33d7fde34,Created a new album on my Facebook for my Phantom cross stitch  I want to track my own progress so I feel like I am getting something done,neutral
3e6cc1a2d8,Back from LAAANDAN.  Miss it already   check out my new giant purple bow and gold wing necklace. I <3 TD http://tinyurl.com/m5y2mw,negative
270aa8873d,Are you going to hate being around my baby?,negative
ce1e980a78,I dint dump anyone. It`s always me who gets dumped and blamed. That`s why I don`t believe in relationships. #twpp,negative
9327aa5881,"going to watch a dvd with hubby,`Eagle Eye`, twit u all 2morrow, cia",neutral
c0b18e3f94,oh yes. There was no feasts left,neutral
877728a598,Packing is no fun at all  good thing I have the new united on to keep me going... But still no fun,negative
af67f7e705,u wack put a swimsuit on and regular pants at least,neutral
baf230298b,now i`m in hmv,neutral
f93d61fe85,awww i missed it  twitpic?,negative
72d7a1dafb,"battery is low boooooooo in Palm Springs, CA http://loopt.us/2SljBw.t",negative
497a218fb8,Note to self: never ever leave the MacBook Pro on the stupid iCurve. It fell off.,negative
fcbf31b293,is clamped out...haha,neutral
07d9362105,I`m either always on the train or at work,neutral
95f908a1d1," saw a Costa in St Pancras, but didnt have much time to have a drink over there. next time, i`ll try",neutral
4828f724e8,Oh we`re friends now? You know you`re so up & down with me.  I retract my last statement thennnnnnnn.,neutral
112a5320b5,Invite them to your house instead,neutral
00fa03b2d6,going to bed soon,neutral
e5e311c0c8,hey! thanks for following  how is it going?,negative
b445738288,In bed can`t sleep .... Something is missing.....,negative
4f566959d3,Ugh RUDE!..,negative
7de9e9769b,Just saw a male Baltimore oriole at our suet feeder and something enjoyed a lot of thistle from our new thistle feeder early this a.m.,neutral
d7c12af170,and you suck horribly  the world is at an even balance,negative
8a7feebc4b,Boring? What?! Ugh!!!  come back to of then!,negative
56d8b56feb,"Everyone going to the hometown show is excited they get to go on Thames Street. I`M GONNA SEE THE ORIGINAL THAMES RIVER, ****. ohhhh.",negative
4300bf9b9d," Speaking of which, we need to talk soon.",neutral
2d420214f4,I know! But I still want to see it,neutral
54db2ebee1,Staying home to work on a linoleum block carving for a project (due tomorrow). There will probably be pictures.,neutral
a5b07eff7a,@_finn_ Except I dropped him on my break and now he`s got a ding in his side.  At least it wasn`t the screen.,neutral
18cf31009a,... i have phone calls like that often .. different subject - same result of feeling beaten to pulp and left for dead,neutral
7c588f883e,_Henrie how are you?what are you doing?answer me plz,neutral
a1f191b535,prepare yourself,neutral
96dfa37fd8,its too early to be up,neutral
fe25f1c18b,there was like no1 there n tha DJ comp was hella wack... no gud DJs  but got in free so its all gud,neutral
8ad9eb4106,Can I get a 'what?'  'what?'...the baby sent some Twitter messages on my behalf,neutral
2ef36ff41a,Drink #7 or 8 for me (at the club). Been drinking for the past 6 hours.  http://twitpic.com/4wn9q,neutral
b4c5fc2479,got it at answered,neutral
a5a6753664,Finally installed ovi in mobile. it would have been good if it could be downloaded to comp and installed to mobile. Frickin 3MB download,neutral
059cd6f00a,I am so stoked on seeing you with the Jonas Brothers,neutral
866788e7e4,for lack of having to go do my own hunt (lol) can you refresh my memory on which one is clue #2?,negative
a6a1c005b9,I`m not goin have a way out there til b.dix gets off  but we swimming tomorrow !,neutral
f023803c3e,Got the news,neutral
bd06936601,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover,neutral
b7d300e8c7,hahah I wish that was true. This is really really bad  just gonna stay home and chill tonight. And as usual I REALLY wanted to go.,neutral
f1d8f49520," Morning John, yes I do, however I have a diary clash and sadly can`t attend!",neutral
edffb44320,is TATTEDDDDD!!!!!!!!!!!!!,neutral
ebce21193c,yes`ma... for an after party too after the show next week.,neutral
46f1ba10a6,95 degrees and a crappy a/c,negative
08a5586215,Matt Weiters` first at bat: fly out to RF,neutral
d46f9acd72,just finished watching my copy of the Twilight DVD. Ganda ng mga deleted and extended scenes.  http://plurk.com/p/svkch,neutral
8f5adc47ec,http://twitpic.com/663vr - Wanted to visit the animals but we were too late,negative
658f464562," at freddies having a cotch and LADYHAWKE is here, just missing you my bajan beauty",negative
b6c0001c04,Having internet access on board means I can see what bad weather we are flying into   http://bit.ly/h14Tw,neutral
c0b7994ca0," you need to play something from Mary Poppins at them, everyone knows that`s how rooms get tidy",neutral
19bcc429e1,If I may suggest: http://tr.im/kXkw,neutral
7368ef9ef0,my HD is full. need to cleanup a lot,neutral
751762b290,Doing okay. How are you doing?,neutral
ea6498f2a0,"ooh_Bell whatchu goin as? Monsterpalooza`s this weekend for us.  on the no Ink, i won`t be a stressed contestant this year! Miss U X0",neutral
276e7c36a0,"Went to the hairdresser today, she cutted my hair off  I loved my long hair! Dad said he couldn`t even see I got a haircut! LAAAME",neutral
287b149e5b,"Exchange story gone, yaaaay! On with Sweet Charity",neutral
195fedfb9b,change of plans. won`t be seeing Up today.,neutral
433cb03f2a,tummy hurts,negative
b409e780c7," I`m on it, probably not until next week though",neutral
8fee3fb6a4,its too early  i wanna go back to sleeep,neutral
fb6da9be32,Ooooh Kay! Its time for me to stop twitterin and get going...,neutral
02e6423e39,Bumping dj opus in the drunk in the car.  lmao. Don`t act like u don`t know.,negative
999983bd97,Nic has no idea what he`s going to do!  money is all gone!,negative
f0430ad644,My dad is taking me to school & picking me up tomoz. Plus I have drama almost all day. Score bludge day,negative
a395c6210f,thinking of you   why we canï¿½t control our thoughts?,negative
331dce499e,its after 12 an man is texting me telling me that he wants to come over.i say i`m tired..lol..da punk says he`ll bring me redbull and KFC,neutral
6317850d9c,at home with her fam  see you in CoMo tomorrow!,neutral
61bfafe955,Hi Kate  How are you?,neutral
2a23171680,"  sorry, I`m back.. food was calling my name..lol..all is good here  and HI! , sorry I haven`t said sooner lol",neutral
c39091da20,already missing my biddy bops  home at mom`s for the night watching my little bro and getting some rest for my birthday party tomorrow :-D,neutral
1127006912,i m totally confused and bored.. my life must change!!,negative
f5bafd107f,fuckyoumonday?  I like it. It`s a totally ****-tastic rainy day here. :/ I`m off to work. *hugs*,negative
e2fd5809fe,whyyyy hellloooo! Thx 4 checkin up on me  how r things? http://myloc.me/G4p,neutral
efde16371f,"_The_Moon Do you mean  (Jim Bob, obviously) or  (Fruitbat)? I think Jim Bob played Brixton at the weekend. Cldnt go",neutral
b8f35742f2," hey, no we were second, kind sad, but it`s ok   guitar, guitar, guitar  BBQ and good time  what about you>?",neutral
4b465e55e9,"go to my father`s house or not?!that is the question...domestic food and people around me vs my bed,my tv and my world...dont know",neutral
57342ea5db,Epic ocd moment? I deleted my sims file that i spent hours building just because i set his favorite food wrong,negative
6c0f3abe84,Wow it`s definitely Friday- the gym is completely empty! What to do? I`d like to play the wii but I guess I`ll vacuum,neutral
8b4c16d307,SAN DIEGO! MOVE DOWN HERE! although whether right now is pretty cold. im waiting for the suck so i can go surf  I LOVE YOU,neutral
8109f290a4,the new T-Mobile advert in Trafalger Square looks like a lot of fun  Except if there was a load of pigeons there too.,neutral
d5717403b1,word?? ima be there this summer....just move back with me  lol,neutral
caa18c44e3,Ohh boy my babys tooth came out !,negative
df10d3b9ae,having my hair dyed today  ugh im bored. still tired from friday lol. swear down bossman ;),negative
b718f8e1ec,"ugh, i dont feel like going to work today",negative
dceade7e18,This will be the worst day ever....graduation,negative
c48e16fcba,my sunburn hurts,negative
57326afaa8,wishing I was attending #beatweetup I even bought a badge,neutral
f08ecbc3e8,Tweeten Out  Tix deals for NKOTB 5/28 Was $43 NOW *$38 http://tinyurl.com/NKOTBTweetenTixsDeal <-or other SEAT Prices /NKOTB Dates,neutral
8ffe59be2c,@__Jazz__  nope. Back to 8weeks .... *sigh*,neutral
2d5648ba3c,i see you there,neutral
c43afe6e51,just got rear ended,neutral
264cd5277f,"tired and didn`t really have an exciting Saturday.  oh well, hope it`s better tomorrow.",neutral
9c1b670a75,So.. finally finished setting up my  account. Will switch from  during this week,neutral
a67d82b862,that`s what i tell everyone! their food is the WORST! no one understands my horror.,negative
e405c7478c,I am not feeling well,negative
8d31b4cc44,I am sorry.,negative
da2bf1eb03,this day has beasted me.,negative
e61d64740e,Yeah but it doesn`t sound indie enough  i need2learn some other tunes and then pick up mo style =] 1hour! I`ll c u then ;),neutral
41d2178a72,"Went for run, my sinuses are pissing me off",negative
f4d97a5add,i don`t have texting.....,neutral
2262e34ae2,http://twitpic.com/4jhp8 - Waitin on them 2 tell me what`s the plan,neutral
c13f86cebb,It`s http://chelseavantol.etsy.com xo,neutral
c9d6997a02,wats gooood !! miss yall already,negative
14764fb41b,best part of notting hill is on!!  'daft prick' haha love it.,neutral
1fb2cc30c5,Notion video deleted.,neutral
dddef5ad8b,Trying to find a foreign place in a foreign town  i have being lost,negative
03e46c1389,i just reading a magazine,neutral
923f7ee786,If I told you how often I wash my hair you would never speak to me again,neutral
28d8ef8118,NO FREE WIFI!?!? My vacay is ruined!!!!,negative
17ebc1d633,I`ve had a sore throat since monday morning ...I`m just sick of it hurtin and I want some freakin sleep!,negative
ece19db61c,"i`m thinking that tonight`s plans are not gonna happen. sigh...sadface. i shouldn`t be surprised, but i am.",negative
94e82d1574," 'there are people and then there are pencils' some are sharp, some are not and some can be sharpened  my pencil philosophy.....",neutral
85623a8716,What time you close today? Is it the last day today or tmr? I may shed a tear,negative
6809a2d654,i`ll go for wanda sykes,neutral
0fd3939a41,rught brb on me ipod. if i randomly go off its cos me internet breaks,neutral
4900e9dc87,i know. But.,neutral
2d813d9258,"I haven`t been replying to people because seriously, I haven`t refreshed twitter for a while.  Sorry.   Thanks.",neutral
6ba9881569,_Tech_Update Do you know your Nutty Newsire twitterfeed ones are coming through w/o links? I can`t be lazy without the links...LOL,neutral
53ef446838,"Oops, forgot we are having a barbecue at work today! I didn`t need to pack a lunch after all",negative
71705f4bfc,DO NOT DO IT  I`ve seen enough  movies to 'know' that something terrible will happen... LOL,negative
9d9e65ced2,I think I may have ruined a friendship this week by getting carried away,negative
ce69e99e71,I`m not sleeping at all until  accepts my appology,negative
6e3eca51b2,It`s kind of like your birthday is 3-days long!,neutral
2319814485,he`s on zul`jin (i think that`s how you spell it) so i doubt they`ll ever meet,neutral
af45cd98f8,PANGE???!!!!! AHAHAHAHAHA. You two could meet up for drinks.,neutral
008c725d0d,especially if you`re with a vampire,neutral
f677347ef5,On my way to lake geneva and I miss my laura,negative
32008edd6a,I want to go see Up,neutral
4f5f302b6d,": Omg! I never got your message so I didn`t notice until I was looking back a ways! Sorry, that was a good idea though...lol",neutral
5a6a6d64dd,mayb he was raped when he was younger,neutral
fc4caebc32,cupcakes gave me heartburn,negative
5f95597b32," lol..well..no. I`ve had insomnia since I was 23 :-/ & since then dont sleep a lot of hours, but the ones I do are great!",neutral
2f05c39046,"is exhausted from a great weekend, and is looking forward to this week",neutral
2485ca29ee,"I must have applied for about 20 jobs every day this week, why won`t one of them contact me???",neutral
a6b8011c84,I got 5 in English lesson  now drinking sprite,neutral
f605712477,Checking out Ciege Cagalawan`s S/S Collection and I am regretting that I did not see his collection tonight  I got invites!,negative
19d057f13d,"* News Flash * MegaRedPacket, Your Instant Internet Empire (Early Bird Launch) check this DEAL out   http://mega-redpacket.com",neutral
66d96c11db,() My chick wont shut up  Will only stop chirping if i sit with the bloody thing.,negative
7fd4c534d0,"_DJ Xmas a week early? Hehe, at least you didn`t have to do any last min shopping",neutral
375b64de34,Sooo tired and have a headache-all self inflicted of course! Good times though,neutral
29fa1f6ee0,you`re just unhappy to return to occupying the same city as me  I am cry now too.,negative
3b038ed040,now the pic wont load up on twitter,negative
96400a5051,"_**** :O really  well if u want, we can go 2gether next yr?",neutral
545f3f0247,I don`t know what to say except *hugs*,neutral
c02977bde0,**** IT!! _____________,negative
ea45ac5a83,LOL biking is manly,neutral
f94fce05ec,My stay was great! BUT my mother gave me the cold/flu before I left and I still have a cough...,neutral
0482ed2371,Spring cleaning episode 2....do I really have to,neutral
f2e422b4a2,Tanya is jealous because I`m Mike`s new favorite  It`s because he tried to kiss me over the weekend....pictures to follow at 95sx.com,neutral
976c044d4b,"good morning  6.15 am: plans for the day ...nope, nothing interesting",neutral
eabb71a3dc,hurts to be you! Sunshine all weekend and you don`t get to play. That`s sad.,negative
e2b598f6c5," Why yes I DO!!  ...Or rather, did. Just finished it! Starting Dead Like Me, lollll~",neutral
3379051ba9,Just like the old days  drinkin at the old spot .,neutral
642b5ea30e," C`mon, we`re talking about philos-ophy - the love of wisdom.   I need a 'mat' - a context to intersubjectively 'ground' it.",neutral
13d1cd323a,my back hurts  have a heating pad on it... stupid ladder y did you have to collapse and make me fall on my back/bum???,negative
8cb495d78b,thinks Coast Capital sent her work number to telemarketers,neutral
b451466d97,Soooooo true. I don`t dare ask for something like that!,neutral
1f610e218d," thanks for the #ff shoutout -you stuck an extra e in my username tho, so the link doesn`t work",neutral
934e796761,today will be productive: gym now....lots and lots of writing later,neutral
4b9e94e2d8,lol yep sure do... although I must get out the house today !!!,neutral
4683460ce7,lost my game  by 3 POINTS!!!!!,negative
1040af3de2,"well movie night spoilt by fracked up disk-happiness gone, so time for sleep",negative
1d0ee4b5dc,<-- follow my girl meagan,neutral
893c270d85,im bored.. RC is goin maintenance,negative
cd4e9ab634,tis` cool..I still stand by my former proclamation! I`m just stubborn that way! #rebellioustwitwhoknowsacoolcatcook lol,neutral
77a183021d,i miss you too,negative
e8ea30cd58,"OK crowdsourcing failed,",negative
f1a1a63fe4,Fire call today missed it,negative
bbeb862b32,haha gunna go buy a whole bunch of emo/punk clothes,neutral
22982a3021,I adoreeeee Matt Nathanson!! I am so jealous of you right now.,neutral
8e0ee58774,we are tooo fly boo,neutral
f7fadafda2,Tyring to pack for my Aruba trip (soul beach music fest),neutral
aa174f264a," impressive fever!  best wishes to her, hope it`s nothing serious",neutral
05629e13d6,love you loads hun ) hot weather gutted i aint with you now chillaxing  but we got tomoz  xxxx,neutral
b5e4c9dc03," I know, but considering I`ve bought a lot of new yarn recently, I think it`s necessary this time.",neutral
409d9ffff3," Sorry, but I don`t see a Twitter user named ",neutral
b3dc5ec553,Got up early did a **** ton now im headed to cherokee park to run  and walk !,neutral
7ba2bb1561,they already are in my books,neutral
95a60b53a0,is very angrrry! my FB account just got deleted- WTF??? all my poems I have ever written are on there,negative
ed5d8644c2,is at Klaudine`s. Again...,neutral
7885da9927,oh you crazy kids and your stress. try effed / not effed; followed by acceptance. works wonders for the rest of the world,neutral
ec2ff2e6ae,I prefer overcast days too. Sorry it`s hot where you are.,neutral
498947d194,I will post it later. Its not on my comp,neutral
2db14f826e,Writing this paper is a lot harder then i thought . LOL,negative
47dde4db6b,my sympathies - been here 20 minutes and had enough - will escape soon,neutral
160c8a53c5," Yes otherdad   Wait, do I go back to sleep or cause mischief?",neutral
dc0d1fc43d,"Bah DHCP server, why must you keep falling on your face",neutral
a58daaab6b,Did not win Kelly Clarkson Tickets. Sorry Cecilia. Really wish I could give that to you! You so much deserve it.,negative
be2f474842," i`m sorry! lol i have never had, like, actual time to spend there unfortunately. everything`s always been INSANE when i go",negative
ff2c2e8d32,It would still involve me standing up. lol. Windows are too high up. Guess im just gonna have to go out,neutral
fb1836fb4e,If you don`t want to come then don`t come. JEEEEEZ.,negative
fe0abe1754,twittering after 2 days!,neutral
04aaabac04,speechless,neutral
638272e500,we just missd each otha again! I was at disney all day YESTERday!,negative
89e955d693,yesh and that potato guy is online... but hes not live,neutral
898c6d80b6,sleep? what`s sleep again? I`ve seem to have forgottten the meaning. too much on my mind. or it`s just my usual insonmia.,neutral
0acb5a4bae,How sad is it that your best friend is so selfish and heartless that they exclude you from their life completely...I`m so sad,negative
5c1b4196fb,_ that is not even a question. when/when is the question,neutral
35f7411ccf,Beer is an excellent excuse. Earlier i was sweating god knows how much! Not looking forward to working tomorrow,negative
aa0443d930,I`m still here! I just changed my avatar,neutral
883887be88,A year from now is graduation....i am pretty sure i`m not ready for it!?!?!?,negative
0262263a60,Same  also trying to get my house ready to sell... I can`t believe how much **** I own !,negative
cfc8ece057,haha IE...it`s expensive!!!! Hm...let me message you later,negative
c3c1abb017,trying to find some friends and not having any luck,negative
72e3305a2f,missing  on his birthday,negative
f84b89a828,Sounds like me,neutral
f8741b21a3,waiting for JONAS to come on,neutral
8e917d2a5f,dedicating the next 2 hours to cleaning the house,neutral
bd229715c7,Why am I limited to only being able to sync with 1 MS Exchange account on iPhone?  ... same goes for Outlook. Why can`t I have more? Lame.,negative
50f515d454,going to london,neutral
1729c2c311,Oh no! So sorry about your pets..,negative
5be74ce986,Being bored is always so much more fun with a companion. Missing my bff alreadyyyy!!!!,neutral
28d12bef16," Hey there, I just crop them in Photoshop and play around with the composition. What looks better large etc.",neutral
5f5d91eabc,"Shhhweeeet-jay-z, bros back from from prom",neutral
42b4c0e6a4,Very bummed I can`t go to the  open house today.   DD and I woke up with a stomach bug.  Blech.  Y`all have fun!,neutral
91956c5018,Firefly...That`s Nathan Fillion as in,neutral
3236f06649,I guess you`re not talking about Orlando Magic ! There was nothing magical about it,negative
a2adf8f673,Planning a road trip down to San Diego- With a detour into Vegas to celebrate my birthday! Too bad it`s 7 wks away  I want to go now!,neutral
d021fb6cf6,You should spray yourself with the non smelling repellant that stinks to high heaven,neutral
8a4d03ab8d,Poor dear. Your fellow **** mavens have been there.  What gym do you belong to? PEAC?,negative
3a1058218c,what if we are in England?  x,neutral
cc1fb77b34,", awe, me in work, no BBQ for moi this weekend",neutral
ce92738b40,Yeah.,neutral
af98925f4a,"Trying to sleep, watching CNN and thinking about todays meeting at work...Best Buy 24/7 in my life, oh well.. whatever pays the alcohol",neutral
b3f5692575," yeah, guess we gotta wait til sometime in June",neutral
1856926f65," Oh, that sounds bed..poor girl",negative
ba5402b5ce,Ordered a new computer! Unfortunately it won`t get here until the end of June.,negative
55f3aa08a3,does the Creepy Lolipop guy play head esploder 5  ??,neutral
c2fe4478f1,why does twitter hate me i cant put no photos on my page,negative
c8fedd6f7e,head hurts and I feel sick  and I have to go to work tomorrow,negative
a64c3a938c,Ahhhhhhhhh man blew up my amp!!!!! no more shredding,negative
9a20c80b2a,guess its a no go girlie. I`m still at the gym and work at 6:30am,neutral
5189c47d63,I dont like the dentist...they make my gums hurt,negative
f1f2fda39a,Cried my eyes out watching My Girl last period   hahah,negative
88bc296af6," Yeah it did, it explained everything",neutral
7d85365781,_sis He got those cars before he lost his job.  He used to make good money. Now he works at McDonalds because nobody will hire him.,neutral
51f143ac9d,Leaving for Atlanta in the morning to catch JoCo and Pa & St!!! I`m excited! Missed P&S at D*Con last year.  That made me a sad owl.,neutral
c723f71152,in faa thaa night  movie night?,neutral
2756df3899,I feel useless I don`t know what to do right now. I`m so bored,negative
61813349f7,ofcourse they wait until the last minute to run an experiment at work...that I have to supervise. aka i dont get to leave work on time.,neutral
911777a79b,Yeah,neutral
1a9451c9e4,My poor phone is nekkid without its cover.,negative
ffce24e081,Oh No! Oprah jumped in front again,negative
d31b1fafb0,o **** i just accidentally listened to rick ross,negative
08409371f8,She must be a were-Wookiee then,neutral
56cf13b2e5,they are having a closing down sale !    does not look good.,negative
7418edf469,"Just FYI, there is also turkish star wars rip off  here http://bit.ly/AeSnk",negative
f69f246468,i never get any followfridays,neutral
0d709a4c51,hay wats ur AIM? we should chat,neutral
d40568560a,Doing my fieldwork databook. Slept awkwardly. Bones all sore.,negative
c46e95a99b,"_McKay2009 sadly no, sitting inside as mobile signal won`t work in the garden   I`ll be opening the wine at bang on 5pm though!",negative
4105e98785,"Just got back from work, OT na naman. What`s new?",neutral
01f7a3b229,hi from chile!!! It`s 9 deg C  winter`s coming....cant wait for cali sun.,neutral
2250a4bd68,Better than nodding off when you`re 'IN' one  LOL,neutral
b4458fd6a5,"Nanay cried after reading the card I gave her. Hugged her and next thing I knew, I was crying, too! Haha We`re such cry babies. Love her.",neutral
cb81a92735,"Time for bed, oh how I wish someone was laying next to me",negative
887afb0d2f," unfortunately I know I would like them - which is why I am avoiding them,",neutral
836a5b840a,its raining! boo,neutral
7daac1313d,iced coffee and vanilla ice cream UBER SICK MIX,negative
ccd7ec7e18,gawd the rain is too strong,negative
392d2d7d69,"_jean Now that I think about it, when I get to the States, they`ll probably still be touring, so they won`t be there  Dammit!",negative
6eef4f572c,the fact my room is so hot is making me feel sick,negative
0057e9145b,why you stop following me? Was I not cool enough for you?,negative
0370c393f0,I`m not looking forward to the crazy commute come with everything that`s going on down here,neutral
8c165956ef,@_supernatural_ http://twitpic.com/4w8cw - Mishaaaaaaaa!!!,neutral
c5fb137c1d,Everything,neutral
d9107173c4,is home alone.. Doing hw,neutral
bf378c30de,_are_fire Hii,neutral
0100c60150,it makes me  when i see people replying to people that are only after followers and would never reply back,negative
8e74e2abc3,that`s not good to hear!  i hope everything is fine..i will keep you & your family in prayer! I LOVE YOU ISABELA URIBE,neutral
e8ce96cedd,"Ahhh, 7 am meetings  thanks Reimer!",negative
86727ae7f2,http://twitpic.com/67ljj - As if teenagers need any more encouragement,neutral
27d75a6a5f,i need to get tickets though  idk how that is gonna happen,neutral
49486e3b2d,AHHH you follow the dark side too..  night,neutral
5759558ce2,**** back home in tallcree (rez)  now i cant see my boyfriend,negative
38ba946b2c,Strawberry margaritas + baked stuffed shrimp =,neutral
62ac825994,I`m sorry about your bad driving experiences.,negative
a6ec2fcc06,Have you guys heard about the flu that`s been going around? Swine Flu? Hope you guys are safe  There`ve been deaths already. :-S,neutral
976eeaa10a,tell me about it,neutral
4123075cf7,Is it possible to a have phobia of phobias? Afraid to look at list.,negative
fc7e0cb9eb,"Some of the figures quoted are so wildly optimistic, they are the stuff of science fiction.  A bit disapointed in CIBER and SABIP",negative
7e05e68092,Ok this is a lot more boring then I thought  and matt has me on lockdown bc of moolah...,negative
d3d7a456da,its not just you - its properly dragged this week,negative
d77e0100c8," Ah  So you`ve seen both. (Either way, you get to experience the fantasy of sound and shock waves in the vacuum of space. Heh.)",neutral
e957a21cc8,We have a tour of students this morning: huge pick-up for Mothers day:speaking for a luncheon:100 planters to do: nothing boring here,neutral
8b6de71666,Huh... PR from 5 to 2..?,neutral
2670b9ea2d,Download Backseat Goodbye`s latest album for FREE!  http://freecd.backseatgoodbye.com/,neutral
31949130ca,so early??,neutral
64fda83760,_Guy Hello - iï¿½m back  Hope that happens not occasionally as on wednesday,neutral
fb6b8565b7,feeling like I`m gonna fall asleep any time now but I can`t.,negative
104f6dca9e,our south style exhibition is on in less than a week  member fresh gallery otara!,neutral
386a9d352e,"you people are missing the point here, instead of  loosing followers he`s GAINING! over 50 new ppl in 6 hours",neutral
d93bc4e903,"I definitely missed listening to The Spill Canvas, I miss seeing them live as well  'Now I`m in stitches ooooover you and oooover you, oh'",negative
aeb55e479d,"_B I don`t know but they aren`t worth it, only 6 people actually showed up lol",neutral
040e7230e2,that sucks man,negative
403485e5b3,ahh sore throat and tired. want to go back to bed. but have work,negative
b59879dd04,Rain  oh well it`s still Friday!!,neutral
7a70061c5d,"Awww kanye west, its such a shame he doesnt get the joke",negative
e45d640ba0,is sooo stressed about everything I have to do,negative
f429b761e2,That room will be an oven too,neutral
8793b4ff93,Trying to figure out how to use this twitter thing  Hahhh,neutral
a375dccbbc,On my way to work! I`m runnin late and I`m sooooo tired!,negative
1cb02cf05c," Aye, May the 4th be with you",neutral
a336472bb3,Waiting for friends to call or email me bleh i feel unloved,negative
346df9d4fa," YES!! I made the sign when i noticed it missing on Sunday! So far, no luck... It`s now Unlucky Japanese Cat...",negative
9e7f2ad135,oh! so this could well be your last post!,neutral
ac33177eec,Venti Black Ice Tea with 8 pumps of classic,neutral
07e2afe564," Yep, I do.",neutral
867d47a5a8,Because those companies that make the bag sealers will go out of business.,neutral
de930fa753,I wish I could afford to attend those benefits.,negative
1bfbfda136,"sigh.. stayed up late cause was on a role w/ assessment, now I`m so tired my eyes r stinging & my head hurts.. & I still need 500 words",negative
3756c05ba5,Our currency is dropping like nobodies business; not a good time to be going overseas  http://is.gd/JsgL,negative
d35c9879dd,I`m hurtling headlong into a day of spanish and art. but my view is: after tomorrow it`s just REVISION and extra frees,negative
63b1f48a72," Sure is rainy! the storm has left everything, everywhere...  would love 4 u 2 follow us",neutral
e3dfffb668,Ich will auch zu Pinkpop,neutral
63147b35cb," Wah, why are you sad?",neutral
b7e6d162e8,kinda has a headache...,negative
fc924b75fe,i`ll do whatev but i dont have anything to wear,neutral
25cf98f210,Not feeling comfortable with myself today,negative
013b686a0a,i`m searching followers,neutral
527815714f," My pleasure  I really enjoy your random word poetry, and am disappointed when I miss out on participating!",neutral
a5932c1ecb,Oh god! The cheesy disco music has started and everyone is getting up on the tables  i need more wine...,negative
1190d0c735,*sigh* Off 2 bed 2 try 2 get these crummy 2 hrs of sleep b4 my horrid 12 hour day..smh. Niterzzz evry1. Don`t let the twitterbugz bite..,negative
7ebb5158c3,Ah GDit! Ranger game this afternoon,neutral
337328b96a,Sunday morning,neutral
d849ca0fd6,try direct message to me here on twitter,neutral
e8c53dadef,_zorz_peep count yourself lucky i was gonna say the OTHER word instead...and rsvp...sorry i cant come to ur birthday...day?,negative
b27cd21f87," California waiting, every little thing`s gotta be just right ? Putz, adoro essa banda",neutral
a14955274a,I think I have H1N1...     Or maybe just a cold.,neutral
b59a33cbaf,needs 1000 words for 502 part 2 .... then freedom ..... until another few assignments and exams,neutral
5733c8453b,"Sasha`s helped too, of course",neutral
